disease,symptom_1,symptom_2,symptom_3,symptom_4
đau mắt đỏ,đau mắt,sưng mắt,ngứa mắt,chảy nước mắt
đau mắt đỏ,ngứa mắt,chảy nước mắt,đau mắt,sưng mắt
đau mắt đỏ,ngứa mắt,chảy nước mắt,sưng mắt,đau mắt
đau mắt đỏ,ngứa mắt,đau mắt,chảy nước mắt,sưng mắt
đau mắt đỏ,ngứa mắt,đau mắt,sưng mắt,chảy nước mắt
đau mắt đỏ,ngứa mắt,sưng mắt,chảy nước mắt,đau mắt
đau mắt đỏ,ngứa mắt,sưng mắt,đau mắt,chảy nước mắt
đau mắt đỏ,sưng mắt,chảy nước mắt,đau mắt,ngứa mắt
đau mắt đỏ,sưng mắt,chảy nước mắt,ngứa mắt,đau mắt
suy thận,tiểu tiện bất thường,khó thở,đau lưng,phù nề
suy thận,tiểu tiện bất thường,khó thở,phù nề,đau lưng
suy thận,tiểu tiện bất thường,đau lưng,khó thở,phù nề
suy thận,tiểu tiện bất thường,đau lưng,phù nề,khó thở
suy thận,tiểu tiện bất thường,phù nề,khó thở,đau lưng
suy thận,tiểu tiện bất thường,phù nề,đau lưng,khó thở
suy thận,khó thở,tiểu tiện bất thường,đau lưng,phù nề
suy thận,khó thở,tiểu tiện bất thường,phù nề,đau lưng
suy thận,khó thở,đau lưng,tiểu tiện bất thường,phù nề
suy thận,khó thở,đau lưng,phù nề,tiểu tiện bất thường
suy thận,khó thở,phù nề,tiểu tiện bất thường,đau lưng
suy thận,khó thở,phù nề,đau lưng,tiểu tiện bất thường
suy thận,đau lưng,tiểu tiện bất thường,khó thở,phù nề
suy thận,đau lưng,tiểu tiện bất thường,phù nề,khó thở
suy thận,đau lưng,khó thở,tiểu tiện bất thường,phù nề
suy thận,đau lưng,khó thở,phù nề,tiểu tiện bất thường
suy thận,đau lưng,phù nề,tiểu tiện bất thường,khó thở
suy thận,đau lưng,phù nề,khó thở,tiểu tiện bất thường
suy thận,phù nề,tiểu tiện bất thường,khó thở,đau lưng
suy thận,phù nề,tiểu tiện bất thường,đau lưng,khó thở
suy thận,phù nề,khó thở,tiểu tiện bất thường,đau lưng
suy thận,phù nề,khó thở,đau lưng,tiểu tiện bất thường
suy thận,phù nề,đau lưng,tiểu tiện bất thường,khó thở
suy thận,phù nề,đau lưng,khó thở,tiểu tiện bất thường
thiếu máu lên não,chóng mặt,mất ngủ,mờ mắt,đau đầu
thiếu máu lên não,chóng mặt,mờ mắt,đau đầu,mất ngủ
thiếu máu lên não,chóng mặt,mờ mắt,mất ngủ,đau đầu
thiếu máu lên não,mất ngủ,đau đầu,chóng mặt,mờ mắt
thiếu máu lên não,mất ngủ,đau đầu,mờ mắt,chóng mặt
thiếu máu lên não,mất ngủ,chóng mặt,đau đầu,mờ mắt
thiếu máu lên não,mất ngủ,chóng mặt,mờ mắt,đau đầu
thiếu máu lên não,mất ngủ,mờ mắt,đau đầu,chóng mặt
thiếu máu lên não,mất ngủ,mờ mắt,chóng mặt,đau đầu
thiếu máu lên não,mờ mắt,đau đầu,chóng mặt,mất ngủ
thiếu máu lên não,mờ mắt,đau đầu,mất ngủ,chóng mặt
viêm kết mạc,ngứa mắt,chảy nước mắt,hắt hơi,đỏ mắt
viêm kết mạc,ngứa mắt,hắt hơi,đỏ mắt,chảy nước mắt
viêm kết mạc,ngứa mắt,hắt hơi,chảy nước mắt,đỏ mắt
viêm kết mạc,chảy nước mắt,đỏ mắt,ngứa mắt,hắt hơi
viêm kết mạc,chảy nước mắt,đỏ mắt,hắt hơi,ngứa mắt
viêm kết mạc,chảy nước mắt,ngứa mắt,đỏ mắt,hắt hơi
viêm kết mạc,chảy nước mắt,ngứa mắt,hắt hơi,đỏ mắt
viêm kết mạc,chảy nước mắt,hắt hơi,đỏ mắt,ngứa mắt
viêm kết mạc,chảy nước mắt,hắt hơi,ngứa mắt,đỏ mắt
viêm kết mạc,hắt hơi,đỏ mắt,ngứa mắt,chảy nước mắt
viêm kết mạc,hắt hơi,đỏ mắt,chảy nước mắt,ngứa mắt
tăng nhãn áp,đau mắt,chảy nước mắt,mờ mắt,đỏ mắt
tăng nhãn áp,đau mắt,mờ mắt,đỏ mắt,chảy nước mắt
tăng nhãn áp,đau mắt,mờ mắt,chảy nước mắt,đỏ mắt
tăng nhãn áp,chảy nước mắt,đỏ mắt,đau mắt,mờ mắt
tăng nhãn áp,chảy nước mắt,đỏ mắt,mờ mắt,đau mắt
tăng nhãn áp,chảy nước mắt,đau mắt,đỏ mắt,mờ mắt
tăng nhãn áp,chảy nước mắt,đau mắt,mờ mắt,đỏ mắt
tăng nhãn áp,chảy nước mắt,mờ mắt,đỏ mắt,đau mắt
tăng nhãn áp,chảy nước mắt,mờ mắt,đau mắt,đỏ mắt
tăng nhãn áp,mờ mắt,đỏ mắt,đau mắt,chảy nước mắt
tăng nhãn áp,mờ mắt,đỏ mắt,chảy nước mắt,đau mắt
ngộ độc thực phẩm,buồn nôn,đau bụng,đau cơ,co giật
ngộ độc thực phẩm,buồn nôn,đau bụng,co giật,đau cơ
ngộ độc thực phẩm,buồn nôn,đau cơ,đau bụng,co giật
ngộ độc thực phẩm,buồn nôn,đau cơ,co giật,đau bụng
ngộ độc thực phẩm,buồn nôn,co giật,đau bụng,đau cơ
ngộ độc thực phẩm,buồn nôn,co giật,đau cơ,đau bụng
ngộ độc thực phẩm,đau bụng,buồn nôn,đau cơ,co giật
ngộ độc thực phẩm,đau bụng,buồn nôn,co giật,đau cơ
ngộ độc thực phẩm,đau bụng,đau cơ,buồn nôn,co giật
ngộ độc thực phẩm,đau bụng,đau cơ,co giật,buồn nôn
ngộ độc thực phẩm,đau bụng,co giật,buồn nôn,đau cơ
ngộ độc thực phẩm,đau bụng,co giật,đau cơ,buồn nôn
ngộ độc thực phẩm,đau cơ,buồn nôn,đau bụng,co giật
ngộ độc thực phẩm,đau cơ,buồn nôn,co giật,đau bụng
ngộ độc thực phẩm,đau cơ,đau bụng,buồn nôn,co giật
ngộ độc thực phẩm,đau cơ,đau bụng,co giật,buồn nôn
ngộ độc thực phẩm,đau cơ,co giật,buồn nôn,đau bụng
ngộ độc thực phẩm,đau cơ,co giật,đau bụng,buồn nôn
ngộ độc thực phẩm,co giật,buồn nôn,đau bụng,đau cơ
ngộ độc thực phẩm,co giật,buồn nôn,đau cơ,đau bụng
ngộ độc thực phẩm,co giật,đau bụng,buồn nôn,đau cơ
ngộ độc thực phẩm,co giật,đau bụng,đau cơ,buồn nôn
ngộ độc thực phẩm,co giật,đau cơ,buồn nôn,đau bụng
ngộ độc thực phẩm,co giật,đau cơ,đau bụng,buồn nôn
viêm xoang,mất khứu giác,đau răng hàm trên,chảy nước mũi,nghẹt mũi
viêm xoang,mất khứu giác,chảy nước mũi,nghẹt mũi,đau răng hàm trên
viêm xoang,mất khứu giác,chảy nước mũi,đau răng hàm trên,nghẹt mũi
viêm xoang,đau răng hàm trên,nghẹt mũi,mất khứu giác,chảy nước mũi
viêm xoang,đau răng hàm trên,nghẹt mũi,chảy nước mũi,mất khứu giác
viêm xoang,đau răng hàm trên,mất khứu giác,nghẹt mũi,chảy nước mũi
viêm xoang,đau răng hàm trên,mất khứu giác,chảy nước mũi,nghẹt mũi
viêm xoang,đau răng hàm trên,chảy nước mũi,nghẹt mũi,mất khứu giác
viêm xoang,đau răng hàm trên,chảy nước mũi,mất khứu giác,nghẹt mũi
viêm xoang,chảy nước mũi,nghẹt mũi,mất khứu giác,đau răng hàm trên
viêm xoang,chảy nước mũi,nghẹt mũi,đau răng hàm trên,mất khứu giác
bướu cổ,khàn giọng,sưng cổ,khó thở,ho
bướu cổ,khàn giọng,sưng cổ,ho,khó thở
bướu cổ,khàn giọng,khó thở,sưng cổ,ho
bướu cổ,khàn giọng,khó thở,ho,sưng cổ
bướu cổ,khàn giọng,ho,sưng cổ,khó thở
bướu cổ,khàn giọng,ho,khó thở,sưng cổ
bướu cổ,sưng cổ,khàn giọng,khó thở,ho
bướu cổ,sưng cổ,khàn giọng,ho,khó thở
bướu cổ,sưng cổ,khó thở,khàn giọng,ho
bướu cổ,sưng cổ,khó thở,ho,khàn giọng
bướu cổ,sưng cổ,ho,khàn giọng,khó thở
bướu cổ,sưng cổ,ho,khó thở,khàn giọng
bướu cổ,khó thở,khàn giọng,sưng cổ,ho
bướu cổ,khó thở,khàn giọng,ho,sưng cổ
bướu cổ,khó thở,sưng cổ,khàn giọng,ho
bướu cổ,khó thở,sưng cổ,ho,khàn giọng
bướu cổ,khó thở,ho,khàn giọng,sưng cổ
bướu cổ,khó thở,ho,sưng cổ,khàn giọng
bướu cổ,ho,khàn giọng,sưng cổ,khó thở
bướu cổ,ho,khàn giọng,khó thở,sưng cổ
bướu cổ,ho,sưng cổ,khàn giọng,khó thở
bướu cổ,ho,sưng cổ,khó thở,khàn giọng
bướu cổ,ho,khó thở,khàn giọng,sưng cổ
bướu cổ,ho,khó thở,sưng cổ,khàn giọng
sỏi thận,nước tiểu có máu,đi tiểu nhiều lần,nước tiểu có mùi hôi,buồn nôn
sỏi thận,nước tiểu có máu,đi tiểu nhiều lần,buồn nôn,nước tiểu có mùi hôi
sỏi thận,nước tiểu có máu,nước tiểu có mùi hôi,đi tiểu nhiều lần,buồn nôn
sỏi thận,nước tiểu có máu,nước tiểu có mùi hôi,buồn nôn,đi tiểu nhiều lần
sỏi thận,nước tiểu có máu,buồn nôn,đi tiểu nhiều lần,nước tiểu có mùi hôi
sỏi thận,nước tiểu có máu,buồn nôn,nước tiểu có mùi hôi,đi tiểu nhiều lần
sỏi thận,đi tiểu nhiều lần,nước tiểu có máu,nước tiểu có mùi hôi,buồn nôn
sỏi thận,đi tiểu nhiều lần,nước tiểu có máu,buồn nôn,nước tiểu có mùi hôi
sỏi thận,đi tiểu nhiều lần,nước tiểu có mùi hôi,nước tiểu có máu,buồn nôn
sỏi thận,đi tiểu nhiều lần,nước tiểu có mùi hôi,buồn nôn,nước tiểu có máu
sỏi thận,đi tiểu nhiều lần,buồn nôn,nước tiểu có máu,nước tiểu có mùi hôi
sỏi thận,đi tiểu nhiều lần,buồn nôn,nước tiểu có mùi hôi,nước tiểu có máu
sỏi thận,nước tiểu có mùi hôi,nước tiểu có máu,đi tiểu nhiều lần,buồn nôn
sỏi thận,nước tiểu có mùi hôi,nước tiểu có máu,buồn nôn,đi tiểu nhiều lần
sỏi thận,nước tiểu có mùi hôi,đi tiểu nhiều lần,nước tiểu có máu,buồn nôn
sỏi thận,nước tiểu có mùi hôi,đi tiểu nhiều lần,buồn nôn,nước tiểu có máu
sỏi thận,nước tiểu có mùi hôi,buồn nôn,nước tiểu có máu,đi tiểu nhiều lần
sỏi thận,nước tiểu có mùi hôi,buồn nôn,đi tiểu nhiều lần,nước tiểu có máu
sỏi thận,buồn nôn,nước tiểu có máu,đi tiểu nhiều lần,nước tiểu có mùi hôi
sỏi thận,buồn nôn,nước tiểu có máu,nước tiểu có mùi hôi,đi tiểu nhiều lần
sỏi thận,buồn nôn,đi tiểu nhiều lần,nước tiểu có máu,nước tiểu có mùi hôi
sỏi thận,buồn nôn,đi tiểu nhiều lần,nước tiểu có mùi hôi,nước tiểu có máu
sỏi thận,buồn nôn,nước tiểu có mùi hôi,nước tiểu có máu,đi tiểu nhiều lần
sỏi thận,buồn nôn,nước tiểu có mùi hôi,đi tiểu nhiều lần,nước tiểu có máu
gout (gút),đau khi di chuyển,đau khớp,sưng khớp,khó cử động
gout (gút),đau khi di chuyển,đau khớp,khó cử động,sưng khớp
thoát vị đĩa đệm,đau khi di chuyển,yếu cơ,đau lan rộng,đau thắt lưng
thoát vị đĩa đệm,đau khi di chuyển,đau lan rộng,đau thắt lưng,yếu cơ
thoát vị đĩa đệm,đau khi di chuyển,đau lan rộng,yếu cơ,đau thắt lưng
thoát vị đĩa đệm,yếu cơ,đau thắt lưng,đau khi di chuyển,đau lan rộng
thoát vị đĩa đệm,yếu cơ,đau thắt lưng,đau lan rộng,đau khi di chuyển
thoát vị đĩa đệm,yếu cơ,đau khi di chuyển,đau thắt lưng,đau lan rộng
thoát vị đĩa đệm,yếu cơ,đau khi di chuyển,đau lan rộng,đau thắt lưng
thoát vị đĩa đệm,yếu cơ,đau lan rộng,đau thắt lưng,đau khi di chuyển
thoát vị đĩa đệm,yếu cơ,đau lan rộng,đau khi di chuyển,đau thắt lưng
thoát vị đĩa đệm,đau lan rộng,đau thắt lưng,đau khi di chuyển,yếu cơ
thoát vị đĩa đệm,đau lan rộng,đau thắt lưng,yếu cơ,đau khi di chuyển
viêm ống tai ngoài,ù tai,đau tai,ngứa tai,chảy dịch từ tai
viêm ống tai ngoài,ù tai,đau tai,chảy dịch từ tai,ngứa tai
herpes ở môi,đau họng,sốt,sưng hạch bạch huyết,nổi mụt ở miệng
herpes ở môi,đau họng,sốt,nổi mụt ở miệng,sưng hạch bạch huyết
thoái hóa khớp,cứng khớp,teo cơ,có tiếng khi di chuyển,đau khớp
thoái hóa khớp,cứng khớp,có tiếng khi di chuyển,đau khớp,teo cơ
thoái hóa khớp,cứng khớp,có tiếng khi di chuyển,teo cơ,đau khớp
thoái hóa khớp,teo cơ,đau khớp,cứng khớp,có tiếng khi di chuyển
thoái hóa khớp,teo cơ,đau khớp,có tiếng khi di chuyển,cứng khớp
thoái hóa khớp,teo cơ,cứng khớp,đau khớp,có tiếng khi di chuyển
thoái hóa khớp,teo cơ,cứng khớp,có tiếng khi di chuyển,đau khớp
thoái hóa khớp,teo cơ,có tiếng khi di chuyển,đau khớp,cứng khớp
thoái hóa khớp,teo cơ,có tiếng khi di chuyển,cứng khớp,đau khớp
thoái hóa khớp,có tiếng khi di chuyển,đau khớp,cứng khớp,teo cơ
thoái hóa khớp,có tiếng khi di chuyển,đau khớp,teo cơ,cứng khớp
sùi mào gà,chảy máu khi quan hệ,ngứa bộ phận sinh dục,nốt sùi ở bộ phận sinh dục,có mụt ở bộ phận sinh dục
sùi mào gà,chảy máu khi quan hệ,ngứa bộ phận sinh dục,có mụt ở bộ phận sinh dục,nốt sùi ở bộ phận sinh dục
uốn ván,cứng hàm,khó nuốt,đau đầu,cứng khớp
uốn ván,cứng hàm,khó nuốt,cứng khớp,đau đầu
uốn ván,cứng hàm,đau đầu,khó nuốt,cứng khớp
uốn ván,cứng hàm,đau đầu,cứng khớp,khó nuốt
uốn ván,cứng hàm,cứng khớp,khó nuốt,đau đầu
uốn ván,cứng hàm,cứng khớp,đau đầu,khó nuốt
uốn ván,khó nuốt,cứng hàm,đau đầu,cứng khớp
uốn ván,khó nuốt,cứng hàm,cứng khớp,đau đầu
uốn ván,khó nuốt,đau đầu,cứng hàm,cứng khớp
uốn ván,khó nuốt,đau đầu,cứng khớp,cứng hàm
uốn ván,khó nuốt,cứng khớp,cứng hàm,đau đầu
uốn ván,khó nuốt,cứng khớp,đau đầu,cứng hàm
uốn ván,đau đầu,cứng hàm,khó nuốt,cứng khớp
uốn ván,đau đầu,cứng hàm,cứng khớp,khó nuốt
uốn ván,đau đầu,khó nuốt,cứng hàm,cứng khớp
uốn ván,đau đầu,khó nuốt,cứng khớp,cứng hàm
uốn ván,đau đầu,cứng khớp,cứng hàm,khó nuốt
uốn ván,đau đầu,cứng khớp,khó nuốt,cứng hàm
uốn ván,cứng khớp,cứng hàm,khó nuốt,đau đầu
uốn ván,cứng khớp,cứng hàm,đau đầu,khó nuốt
uốn ván,cứng khớp,khó nuốt,cứng hàm,đau đầu
uốn ván,cứng khớp,khó nuốt,đau đầu,cứng hàm
uốn ván,cứng khớp,đau đầu,cứng hàm,khó nuốt
uốn ván,cứng khớp,đau đầu,khó nuốt,cứng hàm
viêm thanh quản,mất giọng,đau họng,ho,khàn giọng
viêm thanh quản,mất giọng,ho,khàn giọng,đau họng
viêm thanh quản,mất giọng,ho,đau họng,khàn giọng
viêm thanh quản,đau họng,khàn giọng,mất giọng,ho
viêm thanh quản,đau họng,khàn giọng,ho,mất giọng
viêm thanh quản,đau họng,mất giọng,khàn giọng,ho
viêm thanh quản,đau họng,mất giọng,ho,khàn giọng
viêm thanh quản,đau họng,ho,khàn giọng,mất giọng
viêm thanh quản,đau họng,ho,mất giọng,khàn giọng
viêm thanh quản,ho,khàn giọng,mất giọng,đau họng
viêm thanh quản,ho,khàn giọng,đau họng,mất giọng
rối loạn tuần hoàn não,đau đầu,chóng mặt,cáu gắt,mỏi tay chân
rối loạn tuần hoàn não,đau đầu,chóng mặt,mỏi tay chân,cáu gắt
rối loạn tuần hoàn não,đau đầu,cáu gắt,chóng mặt,mỏi tay chân
rối loạn tuần hoàn não,đau đầu,cáu gắt,mỏi tay chân,chóng mặt
rối loạn tuần hoàn não,đau đầu,mỏi tay chân,chóng mặt,cáu gắt
rối loạn tuần hoàn não,đau đầu,mỏi tay chân,cáu gắt,chóng mặt
rối loạn tuần hoàn não,chóng mặt,đau đầu,cáu gắt,mỏi tay chân
rối loạn tuần hoàn não,chóng mặt,đau đầu,mỏi tay chân,cáu gắt
rối loạn tuần hoàn não,chóng mặt,cáu gắt,đau đầu,mỏi tay chân
rối loạn tuần hoàn não,chóng mặt,cáu gắt,mỏi tay chân,đau đầu
rối loạn tuần hoàn não,chóng mặt,mỏi tay chân,đau đầu,cáu gắt
rối loạn tuần hoàn não,chóng mặt,mỏi tay chân,cáu gắt,đau đầu
rối loạn tuần hoàn não,cáu gắt,đau đầu,chóng mặt,mỏi tay chân
rối loạn tuần hoàn não,cáu gắt,đau đầu,mỏi tay chân,chóng mặt
rối loạn tuần hoàn não,cáu gắt,chóng mặt,đau đầu,mỏi tay chân
rối loạn tuần hoàn não,cáu gắt,chóng mặt,mỏi tay chân,đau đầu
rối loạn tuần hoàn não,cáu gắt,mỏi tay chân,đau đầu,chóng mặt
rối loạn tuần hoàn não,cáu gắt,mỏi tay chân,chóng mặt,đau đầu
rối loạn tuần hoàn não,mỏi tay chân,đau đầu,chóng mặt,cáu gắt
rối loạn tuần hoàn não,mỏi tay chân,đau đầu,cáu gắt,chóng mặt
rối loạn tuần hoàn não,mỏi tay chân,chóng mặt,đau đầu,cáu gắt
rối loạn tuần hoàn não,mỏi tay chân,chóng mặt,cáu gắt,đau đầu
rối loạn tuần hoàn não,mỏi tay chân,cáu gắt,đau đầu,chóng mặt
rối loạn tuần hoàn não,mỏi tay chân,cáu gắt,chóng mặt,đau đầu
suy gan,sưng bụng,vàng da,buồn nôn,đau bụng trên bên phải
suy gan,sưng bụng,buồn nôn,đau bụng trên bên phải,vàng da
suy gan,sưng bụng,buồn nôn,vàng da,đau bụng trên bên phải
suy gan,đau bụng trên bên phải,vàng da,buồn ngủ,khó chịu
suy gan,đau bụng trên bên phải,vàng da,khó chịu,buồn ngủ
suy gan,đau bụng trên bên phải,buồn ngủ,vàng da,khó chịu
suy gan,đau bụng trên bên phải,buồn ngủ,khó chịu,vàng da
suy gan,đau bụng trên bên phải,khó chịu,vàng da,buồn ngủ
